language,source_id,toxic,detox,afrihate_label,judge_decision,human_decision,human_comments,edited_detox
Yorùbá,train_yoruba_01039,"""@username awon oloriburuku 😂""",@username awon eniyan to nilo lati dara sii 😂,Abuse,accepted,,,
Yorùbá,dev_yoruba_00183,"""set awon omo buruku #unilag #madeinlagos""",set awon omo #unilag #madeinlagos,Abuse,accepted,,,
Yorùbá,train_yoruba_00737,ló ń jẹ́ kí ẹrù u wèrè ó pọ̀ ẹn ẹn bẹ́ẹ̀ ni o àìlèmójúkúrò ló ń mú kí ẹrù u wèrè ó pọ̀,"Ó ń jẹ́ kí ẹ̀rù àìlera ọpọlọ pọ̀, ẹn ẹn bẹ́ẹ̀ ni o, àìlèmójúkúrò ló ń mú kí ẹ̀rù àìlera ọpọlọ pọ̀.",Abuse,accepted,,,
Yorùbá,train_yoruba_02917,"""@username agba radarada,  agba ti o to ile.""","@username agba tí ó nílò ìtúnṣe, agba tí ó lè dara síi ní ilé.",Abuse,accepted,,,
Yorùbá,train_yoruba_01205,"""@username ori gbogbo yin buru bi t’eegun to n le werey""",@username ero gbogbo yin nilo atunse die,Abuse,accepted,,,
Yorùbá,train_yoruba_00960,"""ori gbogbo yin ti daru""",Èrò gbogbo yín nílò ìtúnṣe díẹ̀.,Abuse,accepted,,,
Yorùbá,train_yoruba_02358,"""@username lmao olodo ni e""",@username e nilo lati ko eko sii,Abuse,accepted,,,
Yorùbá,test_yoruba_00613,"""@username oloriburuku ni eyin mejeji""",@username Iwa eyin mejeji nilo itunse,Abuse,accepted,,,
Yorùbá,test_yoruba_00494,"""@username gbogbo yin ti yawerey 😂😂""",@username gbogbo yin nílò lati ronu dáadáa 😂😂,Abuse,accepted,,,
Yorùbá,dev_yoruba_00348,"""odaran ni bobo yí sa URL",Bobo yìí ní ọ̀ràn òfin sa,Abuse,accepted,,,
Yorùbá,dev_yoruba_00474,wọ́n gba wèrèe àṣàa aláṣà ó burú jáì torí wọn ò gba wèrèe àṣà ti wọn,"Wọ́n gba àṣà aláṣà, ó burú jáì torí wọn ò gba àṣà tiwọn.",Abuse,accepted,,,
Yorùbá,dev_yoruba_00195,"""soró sóke weréy 🔊#endswat URL",soró sóke 🔊#endswat URL,Abuse,accepted,,,
Yorùbá,train_yoruba_02634,ọ̀pọ̀ sùúrù níí mú ọlọ́gbọ́n dà bíi òmùgọ̀ ọjọ́ ẹni tí a rẹ́ jẹ títí bíi ẹran súnsun ba fẹ jàjà kọ ìwọ̀sí nii di alágídí agbèraga ẹ̀dá ènìyàn jcmcayodeji sodiq olalekan,"ọ̀pọ̀ sùúrù níí mú ọlọ́gbọ́n dà bíi òmùgọ̀; ọjọ́ ẹni tí a rẹ́ jẹ títí bíi ẹran súnsun bá fẹ́ jàjà kọ ìwọ̀sí, níí dà bí ẹni tí ó nira láti gba ìmọ̀ràn jcmcayodeji sodiq olalekan",Abuse,accepted,,,
Yorùbá,train_yoruba_02813,ẹbọ ní ńpa ẹlẹ́bọasasi ni npa alasasi,"ẹbọ ní ń fa ìpalára sí ẹlẹ́bọ, asasi ní ń fa ìpalára sí alasasi",Abuse,accepted,,,
Yorùbá,dev_yoruba_00164,"""nibo ni omo ale nti mbo🤷🤣 URL",nibo ni eniyan yi nti mbo🤷🤣 URL,Abuse,accepted,,,
Yorùbá,train_yoruba_01131,"Chinedu, Ori e ti daru.","Chinedu, ìrònú rẹ̀ nílò ìtúnṣe díẹ̀.",Abuse,accepted,,,
Yorùbá,test_yoruba_00029,"""oloriburuku ni weather yi sha odè je kin ma’n ledi mo bed""","Weather yi buruku sha, o de je kin ma fe kuro ni bed.",Abuse,accepted,,,
Yorùbá,dev_yoruba_00516,"""@username ori eleyi to buru bayi o""",@username ero re ko daa bayi o,Abuse,accepted,,,
Yorùbá,test_yoruba_00464,"""olofo ni bobo yi""",Bobo yi nilo lati dara sii.,Abuse,accepted,,,
Yorùbá,test_yoruba_00444,"""@username awon ole oponu, olule 🤪🤪🤪🤪 URL",@username awon nilo lati dara sii. URL,Abuse,accepted,,,
Yorùbá,dev_yoruba_00237,ọoa ta lẹ rí tó lọ sọ́run bọ̀ rí tó dé tó ní báyìí ni wọ́n ń ṣe lọ́run kò sí ṣé a rí ẹni tó lọ tó dé rí tó ní òun kò rí ọ̀run wọ̀ ẹ máà jẹ́ ká tanra wa jẹ nígbà tí kò ti síyẹn èmi ò gba gbogbo èyí táwọn ẹlẹ́sìn méjèèjì ń ṣe yẹn gbọ́ rárá,"Kò sí ẹni tí a ti rí tó lọ sí ọ̀run bọ̀, tó dé, tó ní “báyìí ni wọ́n ń ṣe l’ọ́run.” Ṣé a ti rí ẹni tó lọ, tó dé, tó ní òun kò rí ọ̀run wọ̀? Ẹ má jẹ́ ká tan ara wa jẹ nígbà tí kò tí í síyẹn. Èmi ò gba gbogbo èyí táwọn ẹlẹ́sìn méjèèjì ń ṣe yẹn gbọ́ rárá.",Hate,accepted,,,
Yorùbá,train_yoruba_00793,"""@username olofo ni 😂""",@username o n soro ju 😂,Abuse,accepted,,,
Yorùbá,test_yoruba_00598,àwọn àkàndá ènìyàn bí olóríńlá olójúńlá abirùn àbbl,"àwọn àkàndá ènìyàn bíi ẹni tí orí rẹ̀ tóbi, ẹni tí ojú rẹ̀ tóbi, ẹni tí ó ní àìlera ara, àbbl.",Abuse,accepted,,,
Yorùbá,train_yoruba_00498,"""@username awon oloshi oniro ofo""",@username e n so iro; e nilo lati dara sii.,Abuse,accepted,,,
Yorùbá,test_yoruba_00737,bótilẹ̀jẹ́pé ọ̀fọ́nọ̀n ajẹlójú onílé ti jẹ ìwée wọ́n rò pé wèrè ni mo fẹ́rànan ìtàn inúu rẹ̀ mọ̀nàkàì adebayofaletiodigba yoruba,"Bó tilẹ̀ jẹ́ pé onílé ajẹlójú rò pé mi ò pé, mo fẹ́ràn ìtàn inú ìwé Adebayo Faleti ní Yorùbá.",Abuse,accepted,,,
Yorùbá,train_yoruba_02400,"""@username awọn were jatijati""",@username awọn ń ṣe aṣiṣe gan-an,Abuse,accepted,,,
Yorùbá,dev_yoruba_00583,"""#bbnaija someone should please borrow tacha sense.... ebuka asked her a simple question and she responded stupidly... chai.. queen of olodo nation.""",#bbnaija someone should please advise tacha.... ebuka asked her a simple question and she responded poorly... chai.. she needs to learn.,Abuse,accepted,,,
Yorùbá,train_yoruba_00618,"""ikoyi link bridge toll?  like seriously?  n1000 toll!  olè  nì awon arà ibì yi o""",ikoyi link bridge toll? like seriously? n1000 toll! ohun tí àwọn ará ibi yìí ń ṣe kò tọ́ o,Abuse,accepted,,,
Yorùbá,dev_yoruba_00320,oníṣẹ́ ìjọ ọba tó bẹ́ orí ọ̀daràn sí mògún yóò ti gba owó iṣẹ́ lọ́wọ́ ọ̀daràn kí ó tó ṣiṣẹ́,oníṣẹ́ ìjọ ọba tó bẹ́ orí ọ̀daràn sí mògún ó lè ti gba owó iṣẹ́ lọ́wọ́ ọ̀daràn kí ó tó ṣiṣẹ́,Abuse,accepted,,,
Yorùbá,test_yoruba_00386,"""orí ẹ dàrú dànù URL",Ìmòye rẹ nílò ìtúnṣe díẹ̀.,Abuse,accepted,,,
Yorùbá,train_yoruba_00207,"""@username ori e loburu eleribu jati jati""",@username ìṣesi rẹ̀ nílò ìtúnṣe púpọ̀.,Abuse,accepted,,,
Yorùbá,test_yoruba_00552,"""eleribu ni bobo yí. omo burúkú ni wọn wá. 🤣🤣🤣 URL",Ẹni tí ó nílò ìtúnṣe ni bobo yí. Ìwà wọn ní àǹfààní láti dara síi. 🤣🤣🤣 URL,Abuse,accepted,,,
Yorùbá,train_yoruba_02830,"""eleribu ni yin oooo URL",Iwa yin nilo atunse oooo,Abuse,accepted,,,
Yorùbá,train_yoruba_00809,wèrè ni rt òǹpìtàn ọ̀jọ̀gbọ́n ifácitì ní pé ènìyàn dúdú ò ní ìtàn kankan kí òyìnbó,kò tọ́na ni rt òǹpìtàn ọ̀jọ̀gbọ́n ifácitì ní pé ènìyàn dúdú ò ní ìtàn kankan kí òyìnbó,Hate,accepted,,,
Yorùbá,train_yoruba_00654,bó jẹ́ ọmọdé ló ń perí mi níbi ògúlùtu máà wó lù wọ́n lọ àgbà ló ń perí mi níbi ògíri àlàpà kó máà wó lù wọ́n lọ,"bó jẹ́ ọmọdé ló ń perí mi níbi ògúlùtu, máa kìlọ̀ fún wọn; àgbà ló ń perí mi níbi ògíri àlàpà, máa kìlọ̀ fún wọn",Abuse,accepted,,,
Yorùbá,test_yoruba_00101,Ori e loburu,Ìrònú rẹ nílò ìtúnṣe díẹ̀.,Abuse,accepted,,,
Yorùbá,train_yoruba_00741,"""@username ti ori arteta o ba fe buru ko ma start omo yii""","@username Bi Arteta ba fe se ipinnu to daa, ko ma start omo yii",Abuse,accepted,,,
Yorùbá,test_yoruba_00196,"""@username sense ke? ori eleyi ti daru seriously.""","@username Se eyi ni itumo? Ero re ti daru die, seriously.",Abuse,accepted,,,
Yorùbá,train_yoruba_00321,"""@username take the case to the court now, oloriburuku masafannii.""",@username take the case to the court now.,Abuse,accepted,,,
Yorùbá,train_yoruba_01897,ẹranko wo ló nya dìgbòlugi,Ta ni ló bí dìgbòlugi?,Abuse,accepted,,,
Yorùbá,train_yoruba_00507,orò tí ó jẹ́ agbèfọ́ba àti agbófinró ni a fi ń mú ìyá aṣeburúkú tí ò níwà rere sí ọmọ aráyé gelede yoruba iwd iseselagba,orò tí ó jẹ́ agbèfọ́ba àti agbófinró ni a fi ń mú ìyà òfin sí ẹni tí ò níwà rere sí ọmọ aráyé gelede yoruba iwd iseselagba,Abuse,accepted,,,
Yorùbá,train_yoruba_01223,hmmmm oro agba ku oro rt asíwín ìká aṣiwèrè ìlúká wọ́n dáríjọ wọ́n ní àwọn ń ṣọ̀rẹ́,"hmmmm oro agba ku oro rt ìṣe wọn kò dáa, wọ́n dáríjọ wọ́n ní àwọn ń ṣọ̀rẹ́",Abuse,accepted,,,
Yorùbá,test_yoruba_00382,Ori gbogboyin ti daru,Ori gbogbo yin nilo itunse die.,Abuse,accepted,,,
Yorùbá,train_yoruba_02086,"""@username ma gbade bo seko. apc ti lule""",REVIEW_REQUIRED,Abuse,needs_edit,,,
Yorùbá,train_yoruba_00262,"""@username oloriburuku gidi ni bobo daniel yi.""",@username bobo Daniel yi ní ìwà tí kò dáa.,Abuse,accepted,,,
Yorùbá,train_yoruba_01159,"""@username they're oloriburuku gbogbo 😂😂😂""",@username Gbogbo won nilo lati dara sii 😂😂😂,Abuse,accepted,,,
Yorùbá,train_yoruba_01592,Agbero governor!,Governor tí kò ní ìwà!,Abuse,accepted,,,
Yorùbá,test_yoruba_00030,abuku nla gbaa ni ki won fi eniyan joye awodi ko ma le gbe adiye,Ko boju mu ki won fi eniyan joye awodi ko ma le gbe adiye,Abuse,accepted,,,
Yorùbá,train_yoruba_00796,"""@username oponu jati jati""",@username o nilo lati ko eko sii,Abuse,accepted,,,
Yorùbá,dev_yoruba_00707,"""oloriburuku ni gbogbo yin😂😂😂 URL",gbogbo yin nilo lati dara sii😂😂😂 URL,Abuse,accepted,,,
Yorùbá,train_yoruba_01652,ẹni à bá tá ká fowó ẹ̀ ratupa o ni òhun ẹni àjítannáwò lóru ọmọ àlè,ẹni à bá tá ká fowó ẹ̀ ratupa o ni òhun ẹni àjítannáwò lóru ọmọ tí kò ní ìwà rere,Abuse,accepted,,,
Yorùbá,train_yoruba_00847,"""oloshi ni won URL",Won nilo lati dara sii.,Abuse,accepted,,,
Yorùbá,dev_yoruba_00724,"""@username ani omo ale ni gbogbo yin  awon omo ako ti le ta  children of perdition""","@username ani gbogbo yín nílò ìtúnṣe, ẹ nílò láti kọ́ ẹ̀kọ́ síi.",Abuse,accepted,,,
Yorùbá,train_yoruba_00555,"""@username oh sorry, aunty se olodo niyin ni ma? 🏃🏼‍♂️🏃🏼‍♂️🏃🏼‍♂️""","oh sorry, aunty, ṣe ẹ nílò láti kọ́ ẹ̀kọ́ síi ni, ma? 🏃🏼‍♂️🏃🏼‍♂️🏃🏼‍♂️",Abuse,accepted,,,
Yorùbá,train_yoruba_01946,"""awon eleyi ti yawere URL",awon eleyi ti ko ronu daradara URL,Abuse,accepted,,,
Yorùbá,train_yoruba_00040,"""@username awon baba nla baba e ni oloriburuku""",@username awon baba nla baba e ni eni ti ko ni iwa rere,Abuse,accepted,,,
Yorùbá,test_yoruba_00685,ẹnìkan kó ẹgbẹlẹmùkú owó pamọ́ owó tí ìrandéran rẹ̀ ò le è ná tán alákọrí sowó domi ó lóòhún pọmi sílẹ̀ dòǹgbẹ ni,ẹnìkan kó ẹgbẹlẹmùkú owó pamọ́ owó tí ìrandéran rẹ̀ ò le è ná tán ẹni yẹn sowó domi ó lóòhún pọmi sílẹ̀ dòǹgbẹ ni,Abuse,accepted,,,
Yorùbá,dev_yoruba_00001,"""@username awon omo ole""",@username ẹ ń hùwà bí ẹni tí ń ji nnkan,Abuse,accepted,,,
Yorùbá,dev_yoruba_00638,"""@username eyan @username 😂  awon olodo 😋😋😋😋""",@username eyan @username 😂  awon ti nilo lati ko eko sii 😋😋😋😋,Abuse,accepted,,,
Yorùbá,dev_yoruba_00240,èyí ti já irọ́ àwọn òǹpìtàn èké tí ó sọ pé òkèèrè ni a ti mú owó ẹyọ wọ ilẹ̀ adúláwọ̀,èyí ti já irọ́ àwọn òǹpìtàn kan tí ó sọ pé òkèèrè ni a ti mú owó ẹyọ wọ ilẹ̀ adúláwọ̀,Abuse,accepted,,,
Yorùbá,test_yoruba_00562,"""awon òlé bùrúkú URL",awon òlé kò dára,Abuse,accepted,,,
Yorùbá,train_yoruba_01594,"""o da bi wipe ori man u ti buru, ewo ni 4-2-3-1 oshi shey kò sí formation ìmí mo ni, ti eba loose next match, epe le ma gba""","o da bi wipe ise Man U ko dara, ewo ni 4-2-3-1 yi, shey ko si formation miiran mo ni, ti e ba loose next match, egan le wa",Hate,accepted,,,
Yorùbá,test_yoruba_00265,"""dami oloribuku omo jati jati !!!! #loveisland""","dami, iwa re nilo atunse!!!! #loveisland",Abuse,accepted,,,
Yorùbá,train_yoruba_01805,"""@username awon eyan shey wa ya olodo bayi""",@username awon eyan shey wa ya nilo lati ko eko sii bayi,Abuse,accepted,,,
Yorùbá,train_yoruba_00878,"""awon obinrin yi buru shaa awon kini buruku yii""","Ihuwasi awon obinrin yi ko dara shaa, awon ihuwasi buruku yii.",Abuse,accepted,,,
isiXhosa,train_isixhosa_00878,@username siyeke isibhanxa sisi,"Sisi, nceda uyeke.",Abuse,accepted,,,
isiXhosa,train_isixhosa_00607,umgowo womjolo undenzela ikaka😩,umgowo womjolo undenzela inkathazo😩,Abuse,accepted,,,
isiXhosa,train_isixhosa_01521,"kubetha u10 ngoku, kunini ndisithi ndizofunda, inene igqwirha elindibulalayo inoba lihamba nomthandazo phakathi, soze uve!","kubetha u10 ngoku, kunini ndisithi ndizofunda, inene umntu endixhalabisayo noba ehamba nomthandazo phakathi, soze uve!",Abuse,accepted,,,
isiXhosa,train_isixhosa_01153,@username ngakufonela mgodoyi ulibele ukubhiyoza.,@username ngakufonela kodwa ulibele ukubhiyoza.,Abuse,accepted,,,
isiXhosa,train_isixhosa_01455,@username empeleni bathi uliqaba kwakhona lokho abakushoyo kuyabheda angithi iqaba ngumuntu okhuluma kungathi udilika eweni ongenaso isisoka,"@username empeleni bathi uxakekile kwakhona; into abayithethayo kuyabheda, angithi—umntu okhuluma ngathi udidekile ngenxa yokuba akanamsoka",Abuse,accepted,,,
isiXhosa,train_isixhosa_00067,oh madoda umthakathi wezindaba @username ,"oh madoda, ungumntu owenza iindaba @username",Abuse,accepted,,,
isiXhosa,dev_isixhosa_00095,kwedini 😂😭😂😭😂 ungaphinde uthi masikusindise kwezi ntwana URL,"Nceda ungaphindi uthi ""masikusindise kwezi ntwana"".",Abuse,accepted,,,
isiXhosa,test_isixhosa_00443,@username uthetha ikaka umbi phi apha kule picture,@username uthetha into embi phi apha kule picture,Abuse,accepted,,,
isiXhosa,train_isixhosa_02206,nomarussia indoda enothando kodwa isidenge. 😂😂😂😂,nomarussia indoda enothando kodwa iye yenza izinto ezingaqondakaliyo. 😂😂😂😂,Abuse,accepted,,,
isiXhosa,train_isixhosa_01618,oh. senziwa isibhanxa 😒😒😒😂😂😂😂😂😂😂 URL,oh. siziva sihlazekile 😒,Abuse,accepted,,,
isiXhosa,train_isixhosa_01203,qala uvale lo toki wakho unukayo wena URL,Qala uvale loo nto yakho enukayo.,Abuse,accepted,,,
isiXhosa,train_isixhosa_01330,umuntu makasho early ukuthi unomntwana ngingathi mangishaya i video call kuvunduke igundwane lakho ngabo   🐁: shamponani mayume,umuntu makasho early ukuthi unomntwana; ngingathi ngishaya i-video call ukuze wazi.,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00438,kunuka ibhentse apha 😳😳😳😳😷,Kunuka apha kwibhentshi 😳😳😳😳😷,Abuse,accepted,,,
isiXhosa,train_isixhosa_01395,@username subayikaka.indoda ayiyenze lenyo uyenzayo.don't behave like inkwenkwe bharee,"Indoda, nceda ungaziphathi njengenkwenkwe.",Abuse,accepted,,,
isiXhosa,train_isixhosa_01915,morata uzokwenza ikaka again 😂😂,Morata uzokwenza iphutha futhi 😂😂,Abuse,accepted,,,
isiXhosa,test_isixhosa_00028,niyathanda  undenza  ihule mxm,niyathanda undenza ndibe nomfanekiso ongafanelekanga,Abuse,accepted,,,
isiXhosa,train_isixhosa_02188,"ingxaki ndiphile kakhulu nee'criminals *now ii'timing zazo ndiz'phethe ~ noba umntu angangumfundisi; ndiyakwaz'ukumbona u'mfundisi oyi'criminal ndithule ndibukele ndibekule'timing akuyo* ""just like igqwirha ndilibon'emanzini ndingajampisi"" *i'm never fooled by what i see/hear* ☝",Ingxaki: ndiphile kakhulu nabasolwa; ngoku ndiyazi iitayimingi zabo — noba umntu engumfundisi. Ndiyakwazi ukumbona umfundisi owenza izinto ezingafanelekanga; ndithule ndibukele ndifunde ngeetayimingi zakhe. Andizukukhohliswa yinto endiyibonayo okanye endiyivayo.,Abuse,accepted,,,
isiXhosa,test_isixhosa_00458,ndinxila ikaka kodwa.  wow!,ndinxila kakhulu kodwa. wow!,Abuse,accepted,,,
isiXhosa,train_isixhosa_00911,ukamajola ushuvu. uyalazi iphixiphixi lo mumtu wesifazane #isibaya,ukamajola ushuvu. uyalazi imeko lo mntu wesifazane #isibaya,Abuse,accepted,,,
isiXhosa,train_isixhosa_02619,"@username isidenge nguwe. theni ungatsho kwezinye iipresenters phaya ethivini uba mazifunde iilwimi zethu? why luyanda? khawusimele. khawuqale ngaba baxakwa nakubiza amagama ethu enkobe kuqala, kodwa bazalelwe emzantsi #nyannyan","@username andiyiqondi into oyithethayo. Ungatsho kwezinye iipresenters phaya ethelevishini ukuba mazifunde iilwimi zethu? Kutheni luyanda olo phazamo? Ndicela ume — qala ngokuba baxakekile xa bechaza amagama ethu, nangona bezalelwe emzantsi. #nyannyan",Abuse,accepted,,,
isiXhosa,train_isixhosa_01416,ubani othe mgodoyi ? URL,Ngubani othe elo gama?,Abuse,accepted,,,
isiXhosa,test_isixhosa_00318,"@username hlala apho, siyiyeke injubaqa iye es'tratweni :)","Hlala apho, siza kuthatha inja siye estratweni :)",Abuse,accepted,,,
isiXhosa,test_isixhosa_00476,"@username umthakathi nje lo, ibhodlela lakho limnyama ngath umuthi, izinto ezenziwa abantu mabevala impumelelo yakho","@username kubonakala ngathi kukho umthakathi; ibhodlela lakho limnyama ngathi ngumuthi, izinto abantu abazenzayo zinokuvimba impumelelo yakho",Abuse,accepted,,,
isiXhosa,dev_isixhosa_00519,"umntu athete ikaka, aqibe ahleke","umntu wathetha amagama angalunganga, aze ahleke",Abuse,accepted,,,
isiXhosa,dev_isixhosa_00007,uthetha umsunu kwedini! URL,Uthetha izinto ezingaqondakaliyo apha!,Abuse,accepted,,,
isiXhosa,train_isixhosa_00831,niyathanda  undenza  ihule mxm,niyathanda undenza ndibukeke kabi,Abuse,accepted,,,
isiXhosa,train_isixhosa_00581,@username lol umsunu wakhe,@username lol uyandihlekisa,Abuse,accepted,,,
isiXhosa,test_isixhosa_00129,"lo miss mnisi is not confused, she's both iqili and ixoki.  udinga ibhande nje khona ezoqonda.",Lo Miss Mnisi akadideki; uxela izinto ezingachanekanga kwaye udinga ingxoxo ukuze achaze.,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00456,@username yiyo lento niqhuba ikaka😂,@username yiyo lento niqhuba kabi😂,Abuse,accepted,,,
isiXhosa,test_isixhosa_00376,"@username inja yinja.....kalikho elinye ibizo,kumbe ubufuna kuthiwe 'mgodoyi'!!!!!......","@username ndiyazibuza... kalikho elinye ibizo, kumbe ubufuna kuthiwe 'igama elingafanelekanga'?",Abuse,accepted,,,
isiXhosa,train_isixhosa_00388,iphixiphixi lomjita liyohlezi liziveza....🤞🏿 some of us see them early! abanye benu bazo bona l8 ....,"iphixiphixi lomjita liyohlezi liziveza....🤞🏿 abanye bethu bayazibona ekuqaleni, abanye benu bazibona kamva....",Abuse,accepted,,,
isiXhosa,train_isixhosa_02302,#100thingsifindannoying is umthakathi especially lo othakatha engazi uzotholani,"#100thingsifindannoying abantu abenza umthakathi, ngakumbi abo abangazi ukuba baya kufumana ntoni",Abuse,accepted,,,
isiXhosa,train_isixhosa_01659,"undenza imenemene, ndizakubetha","Undenza imenemene, ndiza kukucela uyeke",Abuse,accepted,,,
isiXhosa,dev_isixhosa_00229,@username #ukhozifmtop20 #ripmphomadonsela aw solikhumbula ixoki bakithi kwazekwabuhlungu engukuzwayo imsebenzi yakhe soze yashabalala @username luhamba phambili,"#ukhozifmtop20 #ripmphomadonsela Siyakukhumbula; kuyabuhlungu, kodwa imisebenzi yakhe ayisoze yashabalala. Luhamba phambili",Abuse,accepted,,,
isiXhosa,train_isixhosa_01251,@username hleli nje uthought(a) ikaka URL,@username uhleli nje ucinga izinto ezimbi URL,Abuse,accepted,,,
isiXhosa,train_isixhosa_02494,uyasazi isidenge? nguwe tamkhulu URL,Uyayazi ukuziphatha okungaqhelekanga? Nguwe.,Abuse,accepted,,,
isiXhosa,train_isixhosa_00079,"hayi mna ndoyisiwe ngababantu that we always thought ngabantu bamanyhani. tyhini bethuna utsotsi, indodomzi wayo, uyise wabantwana bakamadam, xelelwa uba makathini yenyindoda nekrexekazi layo. who's paying the price now? it's him and his dignity. fok maarn i'm moving to #zimbabwe","hayi mna ndidukiswe ngabantu esasicinga ukuba ngabahlobo. abanye babonakala benze izinto ezimbi — indoda, uyise wabantwana bakamadam. ngubani ohlawula ngoku? nguye kunye nesidima sakhe. ndiza kufudukela eZimbabwe #zimbabwe",Abuse,accepted,,,
isiXhosa,dev_isixhosa_00319,"@username banganya kum. i don’t know how, but andinokwenziwa inkwenkwe olu hlobo mna.","@username bayandiphazamisa. Andazi ukuba njani, kodwa andinakunyanzeliswa ukuba ndibe yinkwenkwe enjalo.",Abuse,accepted,,,
isiXhosa,train_isixhosa_01475,@username you see and ngapha uyanuka,@username you see and ngapha kunzima,Abuse,accepted,,,
isiXhosa,train_isixhosa_02430,yena uyangisiza kodwa uyanuka ☹,yena uyangisiza kodwa unephunga ☹,Abuse,accepted,,,
isiXhosa,train_isixhosa_02475,@username tyhi!?!?!? ogqiba azoveza isidenge asitshatileyo apha... banjani na aba bantu?,@username tyhi!?!?!? abantu abangashadanga apha bayabonisa ukuziphatha okungafanelekanga... banjani na aba bantu?,Abuse,accepted,,,
isiXhosa,train_isixhosa_00721,kukho iqhalo elithi ihule lilala kwibedi ngebedi,kukho iqhalo elithi umntu ulala kwibhedi ngebhedi,Abuse,accepted,,,
isiXhosa,train_isixhosa_01347,ngaske ndibeyimpukane kula court room xa isibhanxa segqwetha sidefend(a) icase yokutyelwa 😂😂😂,Ndinqwenela ukuba ndibe yimpukane kule court room xa igqwetha laliyikhusela icala lokutyelwa.,Abuse,accepted,,,
isiXhosa,train_isixhosa_01996,"@username ai cha, umthakathi ngempela bafo URL","Ai cha, kukho into engaqhelekanga ngaloo mntu, bafo",Abuse,accepted,,,
isiXhosa,train_isixhosa_02400,"@username lmao, spi ntwana uyabheda. futsek.","lmao, spi ntwana ubonakala udidekile. Ndicela uhambe.",Abuse,accepted,,,
isiXhosa,train_isixhosa_01622,le weather indenza isibhanxa yazi 😠😠😠.,"le weather iyandikhathaza, yazi.",Abuse,accepted,,,
isiXhosa,dev_isixhosa_00253,rabishi lento...izinqa ezintshwame kanje URL,Le nto ayilunganga... abantu abenza oku bayenza ngendlela engalunganga kanje URL,Abuse,accepted,,,
isiXhosa,train_isixhosa_02207,ngumthetho wabo banje. kaloku kuyatyiswana ingulowo ufuna inqatha. zizinyolu nyolu zifuze abaphathi usukela ku mongameli URL,"Ngumthetho wabo banje. Kaloku kuyatyiswana, lowo ufuna inqatha. Abantu abangafanelekanga ukuba ngabaphathi, kusukela kumongameli URL",Abuse,accepted,,,
isiXhosa,train_isixhosa_00939,ngathi uyanuka 😷 URL,Kubonakala kukho iphunga 😷 URL,Abuse,accepted,,,
isiXhosa,train_isixhosa_00181,@username ulilahle wena kodwa!,@username nceda uhambe.,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00257,@username ngathi u lunga utsotsi,@username Kubonakala ngathi ungabandakanyeka kwizinto ezingaqhelekanga,Abuse,accepted,,,
isiXhosa,train_isixhosa_02361,umamelele ukuthetha ikaka wena ngamazinyo amabi URL,"Nceda yeka ukuthetha amagama angafanelekanga, wena.",Abuse,accepted,,,
isiXhosa,train_isixhosa_01338,"lrt, so women who fall pregnant don't fear god? niyayithetha itywetywe xanithanda.","lrt, so are you saying women who fall pregnant don't think about God? niyayithetha itywetywe xa nithanda.",Abuse,accepted,,,
isiXhosa,train_isixhosa_01145,@username okanye uvele ukhabe isibhanxa enye nenye zayibona mva... 🤷🏾‍♂️,"@username okanye uvele uthathe isibhanxa enye nenye, zayibona mva... 🤷🏾‍♂️",Abuse,accepted,,,
isiXhosa,train_isixhosa_01990,"@username ngifuna ukumqhatha, kaloku naye undibize ihlwempu during the people of twitter","@username ngifuna ukuxoxa naye, kaloku naye undibize ihlwempu phambi kwabantu be-Twitter",Abuse,accepted,,,
isiXhosa,test_isixhosa_00039,futsek ngempela ke manje eskom URL,"Nceda shiya ngoku, Eskom",Abuse,accepted,,,
isiXhosa,train_isixhosa_01231,zuluboy uhamba ngathi iqaba,zuluboy uhamba ngathi akacabangi,Abuse,accepted,,,
isiXhosa,train_isixhosa_02645,@username futsek wulungiseni mazinye ezikaka😂😂😂😂,@username nceda wulungiseni mazinye ezimbi 😂😂😂😂,Abuse,accepted,,,
isiXhosa,train_isixhosa_01610,@username 🤣 🤣 🤣 🤣 inxila lenkosi,REVIEW_REQUIRED,Abuse,needs_edit,,,
isiXhosa,train_isixhosa_02543,"as soon as athi ""futsek"" you know kuzoba lit 😂😂. oko u @username wathukwa efika nje eclassini.","as soon as athi ""hayi"" you know kuzoba lit 😂😂. oko u @username wathukwa efika nje eclassini.",Abuse,accepted,,,
isiXhosa,train_isixhosa_00941,pain yokubona umthakathi wangakini ephuza reboost ngo6 ntambama😭😭😭 URL,pain yokubona umntu wakini ephuza reboost ngo6 ntambama😭😭😭 URL,Abuse,accepted,,,
isiXhosa,train_isixhosa_00364,@username uwubhalile umnqundu ke lo,@username uwubhalile lo mbhalo,Abuse,accepted,,,
isiXhosa,test_isixhosa_00321,umuntu usuke engawuzwa umuntu umlomo wakhe uyanuka?😷,Ngaba umntu akakwazi ukuqaphela ukuba umlomo wakhe uyanuka?😷,Abuse,accepted,,,
isiXhosa,train_isixhosa_01708,@username futsek indaba yakhe,@username nceda musa ukungenelela kwindaba yakhe,Abuse,accepted,,,
