pair_id,group_id,language,toxic_input,detox_reference,split,seed,model_id,checkpoint_path,decoding,generated_raw,generated,is_empty,has_sentinel,is_copy_of_input,is_copy_of_input_loose,matches_train_output,matches_frequent_train_output,matches_train_output_fuzzy,gen_char_len
uk-0105,uk-g0302,uk,Я можу придумувати їбануті програми для СТБ.,Я можу придумувати дивні програми для СТБ.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Я можу придумувати програми для СТБ.,Я можу придумувати програми для СТБ.,False,False,False,False,False,False,False,36
uk-0113,uk-g0043,uk,"А варто лиш почути тупу наркоманську фігню, ржу як коняка.","А варто лиш почути всяку наркоманську фігню, ржу як коняка.",dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,"А варто лиш почути тупу наркоманську фігню, ржу як коняка.","А варто лиш почути тупу наркоманську фігню, ржу як коняка.",False,False,True,True,False,False,False,58
uk-0117,uk-g0341,uk,"вже майже четверта, а я не сплю, блять","вже майже четверта, а я не сплю, що за",dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,"Вже майже четверта, а я не сплю","Вже майже четверта, а я не сплю",False,False,False,False,False,False,False,31
uk-0121,uk-g0059,uk,"Апятьдвадцатьпять, курва)) ну але так уж бить, мені не звикати)",'А п''ять двадцять п''ять)) ну не так вже бити мене не звикати)',dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,"Апятьдвадцатьпять, курва)) ну але так уж бить, мені не звикати)","Апятьдвадцатьпять, курва)) ну але так уж бить, мені не звикати)",False,False,True,True,False,False,False,63
uk-0132,uk-g0077,uk,"Бо сука-блять перша ночі, а ти тут розлігся як тюлєнь на льодовику.","Бо перша ночі, а ти тут розлігся як тюлєнь на льодовику.",dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,"Бо сука перша ночі, а ти тут розлігся як тюлєнь на льодовику.","Бо сука перша ночі, а ти тут розлігся як тюлєнь на льодовику.",False,False,False,False,False,False,False,61
uk-0136,uk-g0177,uk,"Ну бляха, як воно звучить","Ну блін, як воно звучить",dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,"Ну, як воно звучить","Ну, як воно звучить",False,False,False,False,False,False,False,19
uk-0161,uk-g0258,uk,"Тому що ідіть нахуй, ось чому.","Тому що ідіть звідси, ось чому.",dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,"Тому що ідіть нахуй, ось чому.","Тому що ідіть нахуй, ось чому.",False,False,True,True,False,False,False,30
uk-0167,uk-g0221,uk,"Пізда катьонку, більше срать не буде.","Кінець катьонкуі, більше какати не буде.",dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,"Пізда катьонку, більше срать не буде.","Пізда катьонку, більше срать не буде.",False,False,True,True,False,False,False,37
uk-0173,uk-g0119,uk,"Завжди хотіла бути коханкою, а не дружиною, бо їх просто трахають і все.","Завжди хотіла бути коханкою, а не дружиною, бо з ними просто злягаються і все.",dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,"Завжди хотіла бути коханкою, а не дружиною, бо їх просто трахають і все","Завжди хотіла бути коханкою, а не дружиною, бо їх просто трахають і все",False,False,False,False,False,False,False,71
uk-0229,uk-g0052,uk,"А чи не мразь ти, Дмитро?","чи не редиска ти, Дмитро?",dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,"А чи не мразь ти, Дмитро?","А чи не мразь ти, Дмитро?",False,False,True,True,False,False,False,25
uk-0233,uk-g0073,uk,"Бляха, нахєра ми це зробили?",навіщо ми це зробили?,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,"Бляха, ми це зробили?","Бляха, ми це зробили?",False,False,False,False,False,False,False,21
uk-0237,uk-g0298,uk,"Я блять третій день в хаті, а звалити звідси хочеться ВЖЕ І НЕГАЙНО.","Я третій день в хаті, а втікти  звідси хочеться ВЖЕ І НЕГАЙНО.",dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,"Я третій день в хаті, а звалити звідси хочеться ВЖЕ І НЕГАЙНО.","Я третій день в хаті, а звалити звідси хочеться ВЖЕ І НЕГАЙНО.",False,False,False,False,False,False,False,62
uk-0243,uk-g0343,uk,"всі, кому не нрав Євробачення тікайте з села,вам пизда #Eurovision","всі, кому не нрав Євробачення тікайте з села",dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,"Всі, кому не нрав Євробачення тікайте з села,вам #Eurovision","Всі, кому не нрав Євробачення тікайте з села,вам #Eurovision",False,False,False,False,False,False,False,60
uk-0309,uk-g0004,uk,"'Але звинувачувати у проруснявій позиції можуть лише повні, абсолютно кончені дегенерати, п''янь від люмпеноти, русня і підруснявлені манкурти.'","Але звинувачувати у проросійській позиції можуть лише повні, абсолютно нерозумні люди.",dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,"'Але звинувачувати у проруснявій позиції можуть лише повні, абсолютно кончені люди, п''янь від люмпеноти, русня і підруснявлені манкурти.'","'Але звинувачувати у проруснявій позиції можуть лише повні, абсолютно кончені люди, п''янь від люмпеноти, русня і підруснявлені манкурти.'",False,False,False,False,False,False,False,138
uk-0330,uk-g0308,uk,"Я хуй його знає, одного мене вже прикачала та кроватка-бук у стрічці?","Я а хто його знає, одного мене вже прикачала та кроватка-бук у стрічці?",dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,"Я його знає, одного мене вже прикачала та кроватка-бук у стрічці?","Я його знає, одного мене вже прикачала та кроватка-бук у стрічці?",False,False,False,False,False,False,False,65
uk-0349,uk-g0330,uk,"блядь, сам казав, шо побачив моє фото і собі захотів поставити.","блін, сам казав, шо побачив моє фото і собі захотів поставити.",dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,"сам казав, шо побачив моє фото і собі захотів поставити.","сам казав, шо побачив моє фото і собі захотів поставити.",False,False,False,False,False,False,False,56
uk-0358,uk-g0057,uk,Але це ж ТИИИ бля ігнориш Це обідно.,Але це ж ТИИИ ігнориш Це обідно.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Але це ж ТИИИ бля ігнориш Це обідно,Але це ж ТИИИ бля ігнориш Це обідно,False,False,False,False,False,False,False,35
uk-0363,uk-g0056,uk,"Аби, бляді, крові не зробили, аля ""тітушки вночі напалі на 12 рєдут"".;(","Аби крові не зробили, аля ""тітушки вночі напалі на 12 рєдут"".;(",dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,"Аби, бляді, крові не зробили, аля ""тітушки вночі напалі на 12 рєдут"".;(","Аби, бляді, крові не зробили, аля ""тітушки вночі напалі на 12 рєдут"".;(",False,False,True,True,False,False,False,71
uk-0364,uk-g0069,uk,"Блядь, то кімнати в сусідньому гуртожитку...",то кімнати в сусідньому гуртожитку...,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,"Блядь, то кімнати в сусідньому гуртожитку...","Блядь, то кімнати в сусідньому гуртожитку...",False,False,True,True,False,False,False,44
uk-0389,uk-g0278,uk,ЦЕ ЯКИЙСЬ СТЬОБ ВІД РОЗРОБНИКІВ,Це якесь знущання від розробників,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,ЦЕ ЯКИЙСЬ СТЬОБ ВІД РОЗРОБНИКІВ,ЦЕ ЯКИЙСЬ СТЬОБ ВІД РОЗРОБНИКІВ,False,False,True,True,False,False,False,31
xh-0028,xh-g0047,xh,Ndiza kukwenza utye la magama.,Andivumelani nento oyithethileyo.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba uya kukwenza iimpahla yakho.,Ndifuna ukuqinisekisa ukuba uya kukwenza iimpahla yakho.,False,False,False,False,False,False,False,56
xh-0031,xh-g0155,xh,Uya kuzisola owakhe waqalisa oku.,Ndinqwenela ukuba sifumane isisombululo esinoxolo ngakumbi.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba uyakufumana isisombululo esinciphisa ingozi.,Ndifuna ukuqinisekisa ukuba uyakufumana isisombululo esinciphisa ingozi.,False,False,False,False,False,False,False,72
xh-0052,xh-g0133,xh,Uya kubandezeleka iziphumo zezenzo zakho.,Izenzo zinezinto ezihlaziyiweyo.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa iziphumo zakho.,Ndifuna ukuqinisekisa iziphumo zakho.,False,False,False,False,False,False,False,37
xh-0056,xh-g0126,xh,Usayine nje iwaranti yakho.,Ubunzulu bemeko kukubona kakhulu.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba ulungile.,Ndifuna ukuqinisekisa ukuba ulungile.,False,False,False,False,False,False,False,37
xh-0059,xh-g0027,xh,"Ndinqumle, kwaye uya kuzisola.",Ndiyakubongoza ukuba uqwalasele kwakhona iziphumo zakho ngezizenzo.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba uya kukhusela.,Ndifuna ukuqinisekisa ukuba uya kukhusela.,False,False,False,False,False,False,False,42
xh-0067,xh-g0130,xh,Utywine ikamva lakho.,Ukukhetha kwakho kukhokelele kwimeko enzima.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba unengxaki eyahlukileyo.,Ndifuna ukuqinisekisa ukuba unengxaki eyahlukileyo.,False,False,False,False,False,False,False,51
xh-0068,xh-g0020,xh,Kuya kubakho isihogo ukuba sihlawule.,Kuya kubakho izinto ezinzulu.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Kuya kubakho isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo,Kuya kubakho isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo esinciphisa isisombululo,False,False,False,False,False,False,False,350
xh-0078,xh-g0134,xh,Uya kucela inceba yam.,Ndifuna isisombululo esigcina isidima.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba uyakufumana indlela eyahlukileyo.,Ndifuna ukuqinisekisa ukuba uyakufumana indlela eyahlukileyo.,False,False,False,False,False,False,False,61
xh-0079,xh-g0080,xh,Ubomi bakho buya kuphulukana.,Le meko iye yanda ukuya kwinqanaba elinzima.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba ulungile.,Ndifuna ukuqinisekisa ukuba ulungile.,False,False,False,False,False,False,False,37
xh-0089,xh-g0150,xh,Uya kuzisola ngale ntsasa.,Unokuziva ngokwahlukileyo ngale nto kamva.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba indlela eyahlukileyo.,Ndifuna ukuqinisekisa ukuba indlela eyahlukileyo.,False,False,False,False,False,False,False,49
xh-0090,xh-g0066,xh,Ndiza kwenza ukuba ubhatale kalishumi ngaphezulu.,Ndiza kufuna umonakalo obalulekileyo.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba ulungile.,Ndifuna ukuqinisekisa ukuba ulungile.,False,False,False,False,False,False,False,37
xh-0095,xh-g0062,xh,Ndiza kutshabalalisa ukuthembeka kwakho.,Ndixhalabile ngefuthe kwigama lakho.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba ulungile.,Ndifuna ukuqinisekisa ukuba ulungile.,False,False,False,False,False,False,False,37
xh-0099,xh-g0072,xh,Ndizokuyeka amandla am aphelele kuwe.,Ndifumana uxinizelelo olukhulu kwaye ndifuna isisombululo esikhawulezileyo nesilinganayo.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba ulungile.,Ndifuna ukuqinisekisa ukuba ulungile.,False,False,False,False,False,False,False,37
xh-0101,xh-g0067,xh,Ndiza kwenza ukubakho okuqhubekayo kokubakho.,Ndizimisele ukufumana indlela eya phambili eqinisekisa ukuba impilo-ntle yabo bonke ababandakanyekayo kwaye bathintela ukonakala okungaphezulu.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba ulungile.,Ndifuna ukuqinisekisa ukuba ulungile.,False,False,False,False,False,False,False,37
xh-0108,xh-g0079,xh,U-DUMBER kune-geknob.,Unendlela eyahlukileyo yokujonga izinto.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba ulungile.,Ndifuna ukuqinisekisa ukuba ulungile.,False,False,False,False,False,False,False,37
xh-0111,xh-g0008,xh,Awungekhe ugalele amanzi kwi-boot enemiyalelo yesithende.,Lo msebenzi unokuba ngumngeni kuwe.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba ulungile.,Ndifuna ukuqinisekisa ukuba ulungile.,False,False,False,False,False,False,False,37
xh-0118,xh-g0017,xh,Inqaku lakho le-IQ libushushu kwigumbi.,Ubukrelekrele bunzima kwaye bungangafani.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba ulungile.,Ndifuna ukuqinisekisa ukuba ulungile.,False,False,False,False,False,False,False,37
xh-0123,xh-g0078,xh,Ngokucacileyo awuzange umphambukeli ngumphezulu wengqondo.,Unazo ezinye iimpawu ezixabisekileyo.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba ulungile.,Ndifuna ukuqinisekisa ukuba ulungile.,False,False,False,False,False,False,False,37
xh-0127,xh-g0096,xh,Ujongeka ngathi yiyo i-Cat etsaliwe.,Awubonakali ngathi uziva ungcono.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ujongeka ngathi yi-Cat eyahlukileyo.,Ujongeka ngathi yi-Cat eyahlukileyo.,False,False,False,False,False,False,False,36
xh-0129,xh-g0120,xh,Unobuso kuphela umama onokuthanda.,Unenkangeleko eyahlukileyo.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba ulungile.,Ndifuna ukuqinisekisa ukuba ulungile.,False,False,False,False,False,False,False,37
xh-0130,xh-g0092,xh,Ujongeka ngathi ulele kwilahleko.,Ujongeka ngathi ungasebenzisa ukuphumla.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ujongeka ngathi ujongeka ngathi ulungile.,Ujongeka ngathi ujongeka ngathi ulungile.,False,False,False,False,False,False,False,41
xh-0136,xh-g0024,xh,Lowo ulisikizi lisikizi.,Ngokuqinisekileyo impahla inyulu ngokuqinisekileyo lukhetho.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba isisombululo esinciphisa ingozi.,Ndifuna ukuqinisekisa ukuba isisombululo esinciphisa ingozi.,False,False,False,False,False,False,False,60
xh-0142,xh-g0023,xh,Lo mbala awukwenzi nto kuwe.,Lo mbala awunakuba lolona khetho lufanelekileyo kuwe.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Lo mbala awukwenzi nto kuwe.,Lo mbala awukwenzi nto kuwe.,False,False,True,True,False,False,False,28
xh-0146,xh-g0095,xh,Ujongeka ngathi yifoto.,Unakho ukujonga konke okusemandleni akho.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba ujongeka ngathi yifoto.,Ndifuna ukuqinisekisa ukuba ujongeka ngathi yifoto.,False,False,False,False,False,False,False,51
xh-0152,xh-g0007,xh,Awunayo indlela yokuziphatha.,Andivumelani nezenzo zakho.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba unendlela yokuziphatha.,Ndifuna ukuqinisekisa ukuba unendlela yokuziphatha.,False,False,False,False,False,False,False,51
xh-0176,xh-g0176,xh,isidenge,ukuqonda kwakho kufuna ukuphuculwa,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba isisombululo esinciphisa ingozi.,Ndifuna ukuqinisekisa ukuba isisombululo esinciphisa ingozi.,False,False,False,False,False,False,False,60
xh-0177,xh-g0177,xh,umfana ophambeneyo,indlela yakho imbi kakhulu,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ndifuna ukuqinisekisa ukuba ulungile.,Ndifuna ukuqinisekisa ukuba ulungile.,False,False,False,False,False,False,False,37
yo-0001,yo-g0063,yo,O jẹ́ aláìlera pátápátá,Ìlera rẹ nilo àtúnṣe,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìlera rẹ nílò àtúnṣe,Ìlera rẹ nílò àtúnṣe,False,False,False,False,False,False,True,20
yo-0004,yo-g0084,yo,O ń nimí lára,Ìṣe rẹ lè nílò àtúnṣe,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,O ń nílò àtúnṣe,O ń nílò àtúnṣe,False,False,False,False,False,False,False,15
yo-0016,yo-g0062,yo,O jẹ́ aláìlera ní ọpọlọ,Ìmọ̀ rẹ lè tẹ̀síwájú pẹ̀lú ìmúlò,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìlera rẹ nílò àtúnṣe,Ìlera rẹ nílò àtúnṣe,False,False,False,False,False,False,True,20
yo-0027,yo-g0111,yo,Ìmọ̀ràn rẹ̀ kò pé,Ìmọ̀ràn rẹ̀ nílò àfikún síi,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìmọ̀ràn rẹ̀ nílò àtúnṣe,Ìmọ̀ràn rẹ̀ nílò àtúnṣe,False,False,False,False,False,False,False,23
yo-0029,yo-g0100,yo,Ìdáhùn rẹ̀ burú,Ìdáhùn rẹ̀ nílò ìtúnṣe díẹ̀,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìdáhùn rẹ̀ nílò àtúnṣe,Ìdáhùn rẹ̀ nílò àtúnṣe,False,False,False,False,False,False,False,22
yo-0033,yo-g0103,yo,Ìjìnlẹ̀ ẹ̀kọ́ rẹ̀ kéré,Ẹ̀kọ́ rẹ̀ nílò ìfọkànsìn síi,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìjìnlẹ̀ rẹ̀ nílò àtúnṣe,Ìjìnlẹ̀ rẹ̀ nílò àtúnṣe,False,False,False,False,False,False,False,23
yo-0037,yo-g0163,yo,Ọmọ yìí jẹ́ aláṣejù,Ìhùwàsí ọmọ yìí kò dára tó,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ọmọ yìí jẹ́ aláṣejù,Ọmọ yìí jẹ́ aláṣejù,False,False,True,True,False,False,False,19
yo-0040,yo-g0164,yo,Ọmọ yìí ṣọ̀kanjúwà,hùwàsí ọmọ yìí kò tọ́; ó yẹ kí ó ṣàtúnṣe.,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ọmọ yìí ṣọ̀kanjúwà,Ọmọ yìí ṣọ̀kanjúwà,False,False,True,True,False,False,False,18
yo-0044,yo-g0057,yo,O jẹ aláìníwà àti ẹni ẹ̀rù,Ìwà yìí kò pé; jọ̀wọ́ ṣàtúnṣe,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìhùwàsí yìí kò bójúmu; jọ̀wọ́ ṣe àtúnṣe,Ìhùwàsí yìí kò bójúmu; jọ̀wọ́ ṣe àtúnṣe,False,False,False,False,False,False,False,39
yo-0063,yo-g0036,yo,Máa jẹ́ kí o bínú gan-an.,ìwà rẹ yìí ko bójúmu to,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìhùwàsí yìí kò bójúmu; jọ̀wọ́ ṣe àtúnṣe,Ìhùwàsí yìí kò bójúmu; jọ̀wọ́ ṣe àtúnṣe,False,False,False,False,False,False,False,39
yo-0065,yo-g0029,yo,Máa fọ ojú ẹ,Mo bínú gan-an sí ohun tí o ṣe,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìhùwàsí yìí kò bójúmu,Ìhùwàsí yìí kò bójúmu,False,False,False,False,False,False,False,21
yo-0070,yo-g0041,yo,Máa jẹ́ kí o ní ìfarapa.,Máa fi hàn pé o ṣe ohun ti ko dara,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìṣe rẹ yìí kò bójúmu,Ìṣe rẹ yìí kò bójúmu,False,False,False,False,False,False,False,20
yo-0084,yo-g0138,yo,Ìwọ yóò banujẹ pé o pàdé mi.,"Ọ̀rọ̀ yìí lè fa ìyàgò, jọ̀wọ́ je kí ìpàdé wa jẹ́ aláfià",dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìṣe rẹ yìí kò bójúmu; jọ̀wọ́ kò bójúmu,Ìṣe rẹ yìí kò bójúmu; jọ̀wọ́ kò bójúmu,False,False,False,False,False,False,False,38
yo-0091,yo-g0035,yo,Máa jẹ́ kí o banujẹ ìpinnu yìí.,Ìpinnu yìí lè yọrí sí abájáde mìíràn,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìpinnu yìí kò bójúmu,Ìpinnu yìí kò bójúmu,False,False,False,False,False,False,False,20
yo-0094,yo-g0039,yo,Máa jẹ́ kí o jìyà lórí ohun tí o kò rò.,Abájáde na lè ju ohun tí o rò lọ,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìhùwàsí yìí kò bójúmu; jọ̀wọ́ ṣe àtúnṣe,Ìhùwàsí yìí kò bójúmu; jọ̀wọ́ ṣe àtúnṣe,False,False,False,False,False,False,False,39
yo-0099,yo-g0050,yo,Máa tú oró si ẹ lara.,Kò sí ìṣe tí yóò kọja ìlànà,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìhùwàsí yìí kò bójúmu; jọ̀wọ́ ṣe àtúnṣe,Ìhùwàsí yìí kò bójúmu; jọ̀wọ́ ṣe àtúnṣe,False,False,False,False,False,False,False,39
yo-0104,yo-g0038,yo,Máa jẹ́ kí o jìyà ju ohun tí o lè rò lọ.,Abájáde lè ju ireti lọ bí o ṣe ṣàkóso èyí,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìhùwàsí yìí kò bójúmu; jọ̀wọ́ ṣe àtúnṣe,Ìhùwàsí yìí kò bójúmu; jọ̀wọ́ ṣe àtúnṣe,False,False,False,False,False,False,False,39
yo-0112,yo-g0039,yo,Máa jẹ́ kí o jìyà lórí ohun tí o kò rò.,Abájáde nkan lè tóbi ju bó ṣe rò lọ,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìhùwàsí yìí kò bójúmu; jọ̀wọ́ ṣe àtúnṣe,Ìhùwàsí yìí kò bójúmu; jọ̀wọ́ ṣe àtúnṣe,False,False,False,False,False,False,False,39
yo-0113,yo-g0045,yo,Máa pa orúkọ rẹ run.,Orúkọ rere lè dín kù nítorí ìṣe yìí,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìhùwàsí rẹ nílò àtúnṣe,Ìhùwàsí rẹ nílò àtúnṣe,False,False,False,False,False,False,False,22
yo-0122,yo-g0021,yo,Mo fẹ́ kí o jìyà fún ohun tí o ṣe.,Mo fẹ́ kí a tẹ̀lé ìlànà lori ọ̀ràn yìí,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìṣe rẹ yìí kò bójúmu; jọ̀wọ́ ṣe àtúnṣe,Ìṣe rẹ yìí kò bójúmu; jọ̀wọ́ ṣe àtúnṣe,False,False,False,False,False,False,False,38
yo-0136,yo-g0103,yo,Ìjìnlẹ̀ ẹ̀kọ́ rẹ̀ kéré,Ìjìnlẹ̀ ẹ̀kọ́ rẹ̀ nílò ìfọkànsìn síi,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìjìnlẹ̀ rẹ̀ nílò àtúnṣe,Ìjìnlẹ̀ rẹ̀ nílò àtúnṣe,False,False,False,False,False,False,False,23
yo-0137,yo-g0113,yo,Ìpinnu náà kò dáa,Ìpinnu náà nílò àtúnṣe díẹ̀,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìpinnu náà kò dáa,Ìpinnu náà kò dáa,False,False,True,True,False,False,False,17
yo-0138,yo-g0102,yo,Ìhùwàsí rẹ̀ burú gan-an,Ìhùwàsí rẹ̀ nílò ìmúlò àtúnṣe,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìhùwàsí rẹ̀ nílò àtúnṣe,Ìhùwàsí rẹ̀ nílò àtúnṣe,False,False,False,False,False,False,False,23
yo-0149,yo-g0001,yo,A ò lè fi ọ sípò pàtàkì,A lè fi ọ sípò pàtàkì bí o bá ṣàfihàn ìgboyà àti iṣẹ́ rere,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,A lè fi ọ sípò pàtàkì,A lè fi ọ sípò pàtàkì,False,False,False,False,False,False,False,21
yo-0153,yo-g0008,yo,Iwọ jẹ́ ẹ̀rù fún wa,Ìṣe rẹ̀ lè ṣiṣẹ́ pọ̀ bi o ba mú un dara,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìṣe rẹ nílò àtúnṣe,Ìṣe rẹ nílò àtúnṣe,False,False,False,False,False,False,False,18
yo-0158,yo-g0053,yo,O dájú pé ìṣe rẹ̀ kò ní dára,"Bí o bá ṣiṣẹ́ pẹ̀lú òye, ìṣe rẹ̀ lè dára",dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Ìṣe rẹ̀ nílò àtúnṣe,Ìṣe rẹ̀ nílò àtúnṣe,False,False,False,False,False,False,False,19
yo-0164,yo-g0011,yo,Iwọ kò mọ̀ nǹkan kan,O nílò láti kọ́ ẹ̀kọ́ síi,dev,1337,google/mt5-base,models/mt5_detox_baseline/seed1337,beam4,Iwọ kò mọ̀ nílò àtúnṣe,Iwọ kò mọ̀ nílò àtúnṣe,False,False,False,False,False,False,False,22
